GroupCueID,Group,Subject,Cue,Day,TrialBlock2,Period,MagEntries
Muscimol: AB,Muscimol,16,AB,12,1,PreCS,0
Muscimol: AB,Muscimol,16,AB,12,1,CS,5.5
Muscimol: AB,Muscimol,16,AB,12,1,CSPre,5.5
Muscimol: AB,Muscimol,16,AB,12,2,PreCS,0
Muscimol: AB,Muscimol,16,AB,12,2,CS,7.5
Muscimol: AB,Muscimol,16,AB,12,2,CSPre,7.5
Muscimol: AB,Muscimol,16,AB,12,3,PreCS,3
Muscimol: AB,Muscimol,16,AB,12,3,CS,7
Muscimol: AB,Muscimol,16,AB,12,3,CSPre,4
Muscimol: CD,Muscimol,16,CD,12,1,PreCS,0
Muscimol: CD,Muscimol,16,CD,12,1,CS,2.5
Muscimol: CD,Muscimol,16,CD,12,1,CSPre,2.5
Muscimol: CD,Muscimol,16,CD,12,2,PreCS,0
Muscimol: CD,Muscimol,16,CD,12,2,CS,7
Muscimol: CD,Muscimol,16,CD,12,2,CSPre,7
Muscimol: CD,Muscimol,16,CD,12,3,PreCS,0.5
Muscimol: CD,Muscimol,16,CD,12,3,CS,3
Muscimol: CD,Muscimol,16,CD,12,3,CSPre,2.5
Muscimol: AB,Muscimol,18,AB,12,1,PreCS,0.5
Muscimol: AB,Muscimol,18,AB,12,1,CS,2
Muscimol: AB,Muscimol,18,AB,12,1,CSPre,1.5
Muscimol: AB,Muscimol,18,AB,12,2,PreCS,0
Muscimol: AB,Muscimol,18,AB,12,2,CS,3
Muscimol: AB,Muscimol,18,AB,12,2,CSPre,3
Muscimol: AB,Muscimol,18,AB,12,3,PreCS,1.5
Muscimol: AB,Muscimol,18,AB,12,3,CS,5.5
Muscimol: AB,Muscimol,18,AB,12,3,CSPre,4
Muscimol: CD,Muscimol,18,CD,12,1,PreCS,1.5
Muscimol: CD,Muscimol,18,CD,12,1,CS,2
Muscimol: CD,Muscimol,18,CD,12,1,CSPre,0.5
Muscimol: CD,Muscimol,18,CD,12,2,PreCS,0
Muscimol: CD,Muscimol,18,CD,12,2,CS,3
Muscimol: CD,Muscimol,18,CD,12,2,CSPre,3
Muscimol: CD,Muscimol,18,CD,12,3,PreCS,0
Muscimol: CD,Muscimol,18,CD,12,3,CS,5
Muscimol: CD,Muscimol,18,CD,12,3,CSPre,5
Muscimol: AB,Muscimol,23,AB,12,1,PreCS,0
Muscimol: AB,Muscimol,23,AB,12,1,CS,2.5
Muscimol: AB,Muscimol,23,AB,12,1,CSPre,2.5
Muscimol: AB,Muscimol,23,AB,12,2,PreCS,0
Muscimol: AB,Muscimol,23,AB,12,2,CS,6
Muscimol: AB,Muscimol,23,AB,12,2,CSPre,6
Muscimol: AB,Muscimol,23,AB,12,3,PreCS,0
Muscimol: AB,Muscimol,23,AB,12,3,CS,3.5
Muscimol: AB,Muscimol,23,AB,12,3,CSPre,3.5
Muscimol: CD,Muscimol,23,CD,12,1,PreCS,0
Muscimol: CD,Muscimol,23,CD,12,1,CS,2.5
Muscimol: CD,Muscimol,23,CD,12,1,CSPre,2.5
Muscimol: CD,Muscimol,23,CD,12,2,PreCS,0.5
Muscimol: CD,Muscimol,23,CD,12,2,CS,4
Muscimol: CD,Muscimol,23,CD,12,2,CSPre,3.5
Muscimol: CD,Muscimol,23,CD,12,3,PreCS,0.5
Muscimol: CD,Muscimol,23,CD,12,3,CS,6
Muscimol: CD,Muscimol,23,CD,12,3,CSPre,5.5
Muscimol: AB,Muscimol,26,AB,12,1,PreCS,1
Muscimol: AB,Muscimol,26,AB,12,1,CS,6.5
Muscimol: AB,Muscimol,26,AB,12,1,CSPre,5.5
Muscimol: AB,Muscimol,26,AB,12,2,PreCS,0
Muscimol: AB,Muscimol,26,AB,12,2,CS,2.5
Muscimol: AB,Muscimol,26,AB,12,2,CSPre,2.5
Muscimol: AB,Muscimol,26,AB,12,3,PreCS,1
Muscimol: AB,Muscimol,26,AB,12,3,CS,6
Muscimol: AB,Muscimol,26,AB,12,3,CSPre,5
Muscimol: CD,Muscimol,26,CD,12,1,PreCS,0
Muscimol: CD,Muscimol,26,CD,12,1,CS,0
Muscimol: CD,Muscimol,26,CD,12,1,CSPre,0
Muscimol: CD,Muscimol,26,CD,12,2,PreCS,0
Muscimol: CD,Muscimol,26,CD,12,2,CS,3.5
Muscimol: CD,Muscimol,26,CD,12,2,CSPre,3.5
Muscimol: CD,Muscimol,26,CD,12,3,PreCS,0
Muscimol: CD,Muscimol,26,CD,12,3,CS,1.5
Muscimol: CD,Muscimol,26,CD,12,3,CSPre,1.5
Muscimol: AB,Muscimol,31,AB,12,1,PreCS,1
Muscimol: AB,Muscimol,31,AB,12,1,CS,4
Muscimol: AB,Muscimol,31,AB,12,1,CSPre,3
Muscimol: AB,Muscimol,31,AB,12,2,PreCS,0.5
Muscimol: AB,Muscimol,31,AB,12,2,CS,5
Muscimol: AB,Muscimol,31,AB,12,2,CSPre,4.5
Muscimol: AB,Muscimol,31,AB,12,3,PreCS,0
Muscimol: AB,Muscimol,31,AB,12,3,CS,2.5
Muscimol: AB,Muscimol,31,AB,12,3,CSPre,2.5
Muscimol: CD,Muscimol,31,CD,12,1,PreCS,2
Muscimol: CD,Muscimol,31,CD,12,1,CS,0.5
Muscimol: CD,Muscimol,31,CD,12,1,CSPre,-1.5
Muscimol: CD,Muscimol,31,CD,12,2,PreCS,0
Muscimol: CD,Muscimol,31,CD,12,2,CS,0
Muscimol: CD,Muscimol,31,CD,12,2,CSPre,0
Muscimol: CD,Muscimol,31,CD,12,3,PreCS,0.5
Muscimol: CD,Muscimol,31,CD,12,3,CS,4.5
Muscimol: CD,Muscimol,31,CD,12,3,CSPre,4
Saline: AB,Saline,4,AB,12,1,PreCS,0
Saline: AB,Saline,4,AB,12,1,CS,7.5
Saline: AB,Saline,4,AB,12,1,CSPre,7.5
Saline: AB,Saline,4,AB,12,2,PreCS,0.5
Saline: AB,Saline,4,AB,12,2,CS,4
Saline: AB,Saline,4,AB,12,2,CSPre,3.5
Saline: AB,Saline,4,AB,12,3,PreCS,0
Saline: AB,Saline,4,AB,12,3,CS,3.5
Saline: AB,Saline,4,AB,12,3,CSPre,3.5
Saline: CD,Saline,4,CD,12,1,PreCS,0
Saline: CD,Saline,4,CD,12,1,CS,0
Saline: CD,Saline,4,CD,12,1,CSPre,0
Saline: CD,Saline,4,CD,12,2,PreCS,0.5
Saline: CD,Saline,4,CD,12,2,CS,7.5
Saline: CD,Saline,4,CD,12,2,CSPre,7
Saline: CD,Saline,4,CD,12,3,PreCS,0
Saline: CD,Saline,4,CD,12,3,CS,6.5
Saline: CD,Saline,4,CD,12,3,CSPre,6.5
Saline: AB,Saline,7,AB,12,1,PreCS,1.5
Saline: AB,Saline,7,AB,12,1,CS,5
Saline: AB,Saline,7,AB,12,1,CSPre,3.5
Saline: AB,Saline,7,AB,12,2,PreCS,0
Saline: AB,Saline,7,AB,12,2,CS,4
Saline: AB,Saline,7,AB,12,2,CSPre,4
Saline: AB,Saline,7,AB,12,3,PreCS,0
Saline: AB,Saline,7,AB,12,3,CS,5
Saline: AB,Saline,7,AB,12,3,CSPre,5
Saline: CD,Saline,7,CD,12,1,PreCS,1
Saline: CD,Saline,7,CD,12,1,CS,5
Saline: CD,Saline,7,CD,12,1,CSPre,4
Saline: CD,Saline,7,CD,12,2,PreCS,0
Saline: CD,Saline,7,CD,12,2,CS,5
Saline: CD,Saline,7,CD,12,2,CSPre,5
Saline: CD,Saline,7,CD,12,3,PreCS,0
Saline: CD,Saline,7,CD,12,3,CS,5
Saline: CD,Saline,7,CD,12,3,CSPre,5
Saline: AB,Saline,11,AB,12,1,PreCS,0
Saline: AB,Saline,11,AB,12,1,CS,6
Saline: AB,Saline,11,AB,12,1,CSPre,6
Saline: AB,Saline,11,AB,12,2,PreCS,1
Saline: AB,Saline,11,AB,12,2,CS,5.5
Saline: AB,Saline,11,AB,12,2,CSPre,4.5
Saline: AB,Saline,11,AB,12,3,PreCS,0
Saline: AB,Saline,11,AB,12,3,CS,3.5
Saline: AB,Saline,11,AB,12,3,CSPre,3.5
Saline: CD,Saline,11,CD,12,1,PreCS,0
Saline: CD,Saline,11,CD,12,1,CS,2
Saline: CD,Saline,11,CD,12,1,CSPre,2
Saline: CD,Saline,11,CD,12,2,PreCS,0
Saline: CD,Saline,11,CD,12,2,CS,2
Saline: CD,Saline,11,CD,12,2,CSPre,2
Saline: CD,Saline,11,CD,12,3,PreCS,0
Saline: CD,Saline,11,CD,12,3,CS,2
Saline: CD,Saline,11,CD,12,3,CSPre,2
Saline: AB,Saline,12,AB,12,1,PreCS,0
Saline: AB,Saline,12,AB,12,1,CS,1.5
Saline: AB,Saline,12,AB,12,1,CSPre,1.5
Saline: AB,Saline,12,AB,12,2,PreCS,0
Saline: AB,Saline,12,AB,12,2,CS,3
Saline: AB,Saline,12,AB,12,2,CSPre,3
Saline: AB,Saline,12,AB,12,3,PreCS,0
Saline: AB,Saline,12,AB,12,3,CS,3.5
Saline: AB,Saline,12,AB,12,3,CSPre,3.5
Saline: CD,Saline,12,CD,12,1,PreCS,0
Saline: CD,Saline,12,CD,12,1,CS,1.5
Saline: CD,Saline,12,CD,12,1,CSPre,1.5
Saline: CD,Saline,12,CD,12,2,PreCS,0
Saline: CD,Saline,12,CD,12,2,CS,1
Saline: CD,Saline,12,CD,12,2,CSPre,1
Saline: CD,Saline,12,CD,12,3,PreCS,0
Saline: CD,Saline,12,CD,12,3,CS,0.5
Saline: CD,Saline,12,CD,12,3,CSPre,0.5
Saline: AB,Saline,17,AB,12,1,PreCS,2.5
Saline: AB,Saline,17,AB,12,1,CS,6
Saline: AB,Saline,17,AB,12,1,CSPre,3.5
Saline: AB,Saline,17,AB,12,2,PreCS,0.5
Saline: AB,Saline,17,AB,12,2,CS,6
Saline: AB,Saline,17,AB,12,2,CSPre,5.5
Saline: AB,Saline,17,AB,12,3,PreCS,0
Saline: AB,Saline,17,AB,12,3,CS,3
Saline: AB,Saline,17,AB,12,3,CSPre,3
Saline: CD,Saline,17,CD,12,1,PreCS,0
Saline: CD,Saline,17,CD,12,1,CS,3.5
Saline: CD,Saline,17,CD,12,1,CSPre,3.5
Saline: CD,Saline,17,CD,12,2,PreCS,0
Saline: CD,Saline,17,CD,12,2,CS,0.5
Saline: CD,Saline,17,CD,12,2,CSPre,0.5
Saline: CD,Saline,17,CD,12,3,PreCS,0
Saline: CD,Saline,17,CD,12,3,CS,3
Saline: CD,Saline,17,CD,12,3,CSPre,3
Saline: AB,Saline,19,AB,12,1,PreCS,1
Saline: AB,Saline,19,AB,12,1,CS,6
Saline: AB,Saline,19,AB,12,1,CSPre,5
Saline: AB,Saline,19,AB,12,2,PreCS,0.5
Saline: AB,Saline,19,AB,12,2,CS,8
Saline: AB,Saline,19,AB,12,2,CSPre,7.5
Saline: AB,Saline,19,AB,12,3,PreCS,1
Saline: AB,Saline,19,AB,12,3,CS,6
Saline: AB,Saline,19,AB,12,3,CSPre,5
Saline: CD,Saline,19,CD,12,1,PreCS,0.5
Saline: CD,Saline,19,CD,12,1,CS,2
Saline: CD,Saline,19,CD,12,1,CSPre,1.5
Saline: CD,Saline,19,CD,12,2,PreCS,0
Saline: CD,Saline,19,CD,12,2,CS,5.5
Saline: CD,Saline,19,CD,12,2,CSPre,5.5
Saline: CD,Saline,19,CD,12,3,PreCS,0
Saline: CD,Saline,19,CD,12,3,CS,6.5
Saline: CD,Saline,19,CD,12,3,CSPre,6.5
Saline: AB,Saline,22,AB,12,1,PreCS,0
Saline: AB,Saline,22,AB,12,1,CS,1
Saline: AB,Saline,22,AB,12,1,CSPre,1
Saline: AB,Saline,22,AB,12,2,PreCS,0
Saline: AB,Saline,22,AB,12,2,CS,5.5
Saline: AB,Saline,22,AB,12,2,CSPre,5.5
Saline: AB,Saline,22,AB,12,3,PreCS,0
Saline: AB,Saline,22,AB,12,3,CS,3.5
Saline: AB,Saline,22,AB,12,3,CSPre,3.5
Saline: CD,Saline,22,CD,12,1,PreCS,0
Saline: CD,Saline,22,CD,12,1,CS,5.5
Saline: CD,Saline,22,CD,12,1,CSPre,5.5
Saline: CD,Saline,22,CD,12,2,PreCS,0
Saline: CD,Saline,22,CD,12,2,CS,1.5
Saline: CD,Saline,22,CD,12,2,CSPre,1.5
Saline: CD,Saline,22,CD,12,3,PreCS,0.5
Saline: CD,Saline,22,CD,12,3,CS,4.5
Saline: CD,Saline,22,CD,12,3,CSPre,4
Saline: AB,Saline,24,AB,12,1,PreCS,0
Saline: AB,Saline,24,AB,12,1,CS,6.5
Saline: AB,Saline,24,AB,12,1,CSPre,6.5
Saline: AB,Saline,24,AB,12,2,PreCS,0
Saline: AB,Saline,24,AB,12,2,CS,3.5
Saline: AB,Saline,24,AB,12,2,CSPre,3.5
Saline: AB,Saline,24,AB,12,3,PreCS,0
Saline: AB,Saline,24,AB,12,3,CS,1
Saline: AB,Saline,24,AB,12,3,CSPre,1
Saline: CD,Saline,24,CD,12,1,PreCS,0
Saline: CD,Saline,24,CD,12,1,CS,0
Saline: CD,Saline,24,CD,12,1,CSPre,0
Saline: CD,Saline,24,CD,12,2,PreCS,0.5
Saline: CD,Saline,24,CD,12,2,CS,5
Saline: CD,Saline,24,CD,12,2,CSPre,4.5
Saline: CD,Saline,24,CD,12,3,PreCS,0
Saline: CD,Saline,24,CD,12,3,CS,4
Saline: CD,Saline,24,CD,12,3,CSPre,4
Saline: AB,Saline,25,AB,12,1,PreCS,1.5
Saline: AB,Saline,25,AB,12,1,CS,7.5
Saline: AB,Saline,25,AB,12,1,CSPre,6
Saline: AB,Saline,25,AB,12,2,PreCS,0
Saline: AB,Saline,25,AB,12,2,CS,5
Saline: AB,Saline,25,AB,12,2,CSPre,5
Saline: AB,Saline,25,AB,12,3,PreCS,0
Saline: AB,Saline,25,AB,12,3,CS,5.5
Saline: AB,Saline,25,AB,12,3,CSPre,5.5
Saline: CD,Saline,25,CD,12,1,PreCS,0
Saline: CD,Saline,25,CD,12,1,CS,1
Saline: CD,Saline,25,CD,12,1,CSPre,1
Saline: CD,Saline,25,CD,12,2,PreCS,0
Saline: CD,Saline,25,CD,12,2,CS,2.5
Saline: CD,Saline,25,CD,12,2,CSPre,2.5
Saline: CD,Saline,25,CD,12,3,PreCS,0
Saline: CD,Saline,25,CD,12,3,CS,6.5
Saline: CD,Saline,25,CD,12,3,CSPre,6.5
Saline: AB,Saline,27,AB,12,1,PreCS,0
Saline: AB,Saline,27,AB,12,1,CS,3
Saline: AB,Saline,27,AB,12,1,CSPre,3
Saline: AB,Saline,27,AB,12,2,PreCS,0
Saline: AB,Saline,27,AB,12,2,CS,4.5
Saline: AB,Saline,27,AB,12,2,CSPre,4.5
Saline: AB,Saline,27,AB,12,3,PreCS,0
Saline: AB,Saline,27,AB,12,3,CS,3.5
Saline: AB,Saline,27,AB,12,3,CSPre,3.5
Saline: CD,Saline,27,CD,12,1,PreCS,0
Saline: CD,Saline,27,CD,12,1,CS,1
Saline: CD,Saline,27,CD,12,1,CSPre,1
Saline: CD,Saline,27,CD,12,2,PreCS,0
Saline: CD,Saline,27,CD,12,2,CS,1.5
Saline: CD,Saline,27,CD,12,2,CSPre,1.5
Saline: CD,Saline,27,CD,12,3,PreCS,0
Saline: CD,Saline,27,CD,12,3,CS,6.5
Saline: CD,Saline,27,CD,12,3,CSPre,6.5
Saline: AB,Saline,28,AB,12,1,PreCS,0.5
Saline: AB,Saline,28,AB,12,1,CS,6
Saline: AB,Saline,28,AB,12,1,CSPre,5.5
Saline: AB,Saline,28,AB,12,2,PreCS,0.5
Saline: AB,Saline,28,AB,12,2,CS,4.5
Saline: AB,Saline,28,AB,12,2,CSPre,4
Saline: AB,Saline,28,AB,12,3,PreCS,0
Saline: AB,Saline,28,AB,12,3,CS,4
Saline: AB,Saline,28,AB,12,3,CSPre,4
Saline: CD,Saline,28,CD,12,1,PreCS,0
Saline: CD,Saline,28,CD,12,1,CS,3
Saline: CD,Saline,28,CD,12,1,CSPre,3
Saline: CD,Saline,28,CD,12,2,PreCS,0.5
Saline: CD,Saline,28,CD,12,2,CS,4
Saline: CD,Saline,28,CD,12,2,CSPre,3.5
Saline: CD,Saline,28,CD,12,3,PreCS,0.5
Saline: CD,Saline,28,CD,12,3,CS,5
Saline: CD,Saline,28,CD,12,3,CSPre,4.5
Saline: AB,Saline,29,AB,12,1,PreCS,1
Saline: AB,Saline,29,AB,12,1,CS,2.5
Saline: AB,Saline,29,AB,12,1,CSPre,1.5
Saline: AB,Saline,29,AB,12,2,PreCS,0
Saline: AB,Saline,29,AB,12,2,CS,3
Saline: AB,Saline,29,AB,12,2,CSPre,3
Saline: AB,Saline,29,AB,12,3,PreCS,0
Saline: AB,Saline,29,AB,12,3,CS,1.5
Saline: AB,Saline,29,AB,12,3,CSPre,1.5
Saline: CD,Saline,29,CD,12,1,PreCS,0.5
Saline: CD,Saline,29,CD,12,1,CS,2.5
Saline: CD,Saline,29,CD,12,1,CSPre,2
Saline: CD,Saline,29,CD,12,2,PreCS,0
Saline: CD,Saline,29,CD,12,2,CS,2.5
Saline: CD,Saline,29,CD,12,2,CSPre,2.5
Saline: CD,Saline,29,CD,12,3,PreCS,0
Saline: CD,Saline,29,CD,12,3,CS,0.5
Saline: CD,Saline,29,CD,12,3,CSPre,0.5
Saline: AB,Saline,30,AB,12,1,PreCS,1.5
Saline: AB,Saline,30,AB,12,1,CS,3
Saline: AB,Saline,30,AB,12,1,CSPre,1.5
Saline: AB,Saline,30,AB,12,2,PreCS,0
Saline: AB,Saline,30,AB,12,2,CS,6
Saline: AB,Saline,30,AB,12,2,CSPre,6
Saline: AB,Saline,30,AB,12,3,PreCS,0
Saline: AB,Saline,30,AB,12,3,CS,5.5
Saline: AB,Saline,30,AB,12,3,CSPre,5.5
Saline: CD,Saline,30,CD,12,1,PreCS,0
Saline: CD,Saline,30,CD,12,1,CS,3
Saline: CD,Saline,30,CD,12,1,CSPre,3
Saline: CD,Saline,30,CD,12,2,PreCS,0
Saline: CD,Saline,30,CD,12,2,CS,0.5
Saline: CD,Saline,30,CD,12,2,CSPre,0.5
Saline: CD,Saline,30,CD,12,3,PreCS,0
Saline: CD,Saline,30,CD,12,3,CS,4.5
Saline: CD,Saline,30,CD,12,3,CSPre,4.5
