Group,Subject,Day,Trial,Period,MagEntries
Sham,3,22,14,CSPre,4
Sham,3,22,15,PreCS,0
Sham,3,22,15,CS,6
Sham,3,22,15,CSPre,6
Sham,3,22,16,PreCS,0
Sham,3,22,16,CS,3
Sham,3,22,16,CSPre,3
Sham,4,22,1,PreCS,3
Sham,4,22,1,CS,7
Sham,4,22,1,CSPre,4
Sham,4,22,2,PreCS,0
Sham,4,22,2,CS,3
Sham,4,22,2,CSPre,3
Sham,4,22,3,PreCS,0
Sham,4,22,3,CS,19
Sham,4,22,3,CSPre,19
Sham,4,22,4,PreCS,0
Sham,4,22,4,CS,10
Sham,4,22,4,CSPre,10
Sham,4,22,5,PreCS,0
Sham,4,22,5,CS,10
Sham,4,22,5,CSPre,10
Sham,4,22,6,PreCS,0
Sham,4,22,6,CS,2
Sham,4,22,6,CSPre,2
Sham,4,22,7,PreCS,0
Sham,4,22,7,CS,9
Sham,4,22,7,CSPre,9
Sham,4,22,8,PreCS,0
Sham,4,22,8,CS,8
Sham,4,22,8,CSPre,8
Sham,4,22,9,PreCS,0
Sham,4,22,9,CS,6
Sham,4,22,9,CSPre,6
Sham,4,22,10,PreCS,0
Sham,4,22,10,CS,1
Sham,4,22,10,CSPre,1
Sham,4,22,11,PreCS,0
Sham,4,22,11,CS,9
Sham,4,22,11,CSPre,9
Sham,4,22,12,PreCS,0
Sham,4,22,12,CS,5
Sham,4,22,12,CSPre,5
Sham,4,22,13,PreCS,0
Sham,4,22,13,CS,2
Sham,4,22,13,CSPre,2
Sham,4,22,14,PreCS,0
Sham,4,22,14,CS,5
Sham,4,22,14,CSPre,5
Sham,4,22,15,PreCS,0
Sham,4,22,15,CS,2
Sham,4,22,15,CSPre,2
Sham,4,22,16,PreCS,0
Sham,4,22,16,CS,5
Sham,4,22,16,CSPre,5
Sham,5,22,1,PreCS,8
Sham,5,22,1,CS,8
Sham,5,22,1,CSPre,0
Sham,5,22,2,PreCS,0
Sham,5,22,2,CS,5
Sham,5,22,2,CSPre,5
Sham,5,22,3,PreCS,3
Sham,5,22,3,CS,9
Sham,5,22,3,CSPre,6
Sham,5,22,4,PreCS,0
Sham,5,22,4,CS,9
Sham,5,22,4,CSPre,9
Sham,5,22,5,PreCS,0
Sham,5,22,5,CS,3
Sham,5,22,5,CSPre,3
Sham,5,22,6,PreCS,0
Sham,5,22,6,CS,1
Sham,5,22,6,CSPre,1
Sham,5,22,7,PreCS,1
Sham,5,22,7,CS,3
Sham,5,22,7,CSPre,2
Sham,5,22,8,PreCS,0
Sham,5,22,8,CS,8
Sham,5,22,8,CSPre,8
Sham,5,22,9,PreCS,0
Sham,5,22,9,CS,4
Sham,5,22,9,CSPre,4
Sham,5,22,10,PreCS,0
Sham,5,22,10,CS,11
Sham,5,22,10,CSPre,11
Sham,5,22,11,PreCS,0
Sham,5,22,11,CS,4
Sham,5,22,11,CSPre,4
Sham,5,22,12,PreCS,0
Sham,5,22,12,CS,7
Sham,5,22,12,CSPre,7
Sham,5,22,13,PreCS,0
Sham,5,22,13,CS,3
Sham,5,22,13,CSPre,3
Sham,5,22,14,PreCS,0
Sham,5,22,14,CS,9
Sham,5,22,14,CSPre,9
Sham,5,22,15,PreCS,0
Sham,5,22,15,CS,3
Sham,5,22,15,CSPre,3
Sham,5,22,16,PreCS,0
Sham,5,22,16,CS,4
Sham,5,22,16,CSPre,4
Sham,6,22,1,PreCS,10
Sham,6,22,1,CS,12
Sham,6,22,1,CSPre,2
Sham,6,22,2,PreCS,0
Sham,6,22,2,CS,17
Sham,6,22,2,CSPre,17
Sham,6,22,3,PreCS,1
Sham,6,22,3,CS,12
Sham,6,22,3,CSPre,11
Sham,6,22,4,PreCS,0
Sham,6,22,4,CS,7
Sham,6,22,4,CSPre,7
Sham,6,22,5,PreCS,0
Sham,6,22,5,CS,7
Sham,6,22,5,CSPre,7
Sham,6,22,6,PreCS,0
Sham,6,22,6,CS,7
Sham,6,22,6,CSPre,7
Sham,6,22,7,PreCS,1
Sham,6,22,7,CS,13
Sham,6,22,7,CSPre,12
Sham,6,22,8,PreCS,0
Sham,6,22,8,CS,8
Sham,6,22,8,CSPre,8
Sham,6,22,9,PreCS,0
Sham,6,22,9,CS,5
Sham,6,22,9,CSPre,5
Sham,6,22,10,PreCS,0
Sham,6,22,10,CS,6
Sham,6,22,10,CSPre,6
Sham,6,22,11,PreCS,0
Sham,6,22,11,CS,10
Sham,6,22,11,CSPre,10
Sham,6,22,12,PreCS,0
Sham,6,22,12,CS,4
Sham,6,22,12,CSPre,4
Sham,6,22,13,PreCS,1
Sham,6,22,13,CS,2
Sham,6,22,13,CSPre,1
Sham,6,22,14,PreCS,6
Sham,6,22,14,CS,13
Sham,6,22,14,CSPre,7
Sham,6,22,15,PreCS,0
Sham,6,22,15,CS,10
Sham,6,22,15,CSPre,10
Sham,6,22,16,PreCS,0
Sham,6,22,16,CS,11
Sham,6,22,16,CSPre,11
Sham,7,22,1,PreCS,1
Sham,7,22,1,CS,1
Sham,7,22,1,CSPre,0
Sham,7,22,2,PreCS,1
Sham,7,22,2,CS,32
Sham,7,22,2,CSPre,31
Sham,7,22,3,PreCS,22
Sham,7,22,3,CS,34
Sham,7,22,3,CSPre,12
Sham,7,22,4,PreCS,0
Sham,7,22,4,CS,3
Sham,7,22,4,CSPre,3
Sham,7,22,5,PreCS,0
Sham,7,22,5,CS,33
Sham,7,22,5,CSPre,33
Sham,7,22,6,PreCS,3
Sham,7,22,6,CS,16
Sham,7,22,6,CSPre,13
Sham,7,22,7,PreCS,0
Sham,7,22,7,CS,2
Sham,7,22,7,CSPre,2
Sham,7,22,8,PreCS,0
Sham,7,22,8,CS,24
Sham,7,22,8,CSPre,24
Sham,7,22,9,PreCS,5
Sham,7,22,9,CS,16
Sham,7,22,9,CSPre,11
Sham,7,22,10,PreCS,3
Sham,7,22,10,CS,4
Sham,7,22,10,CSPre,1
Sham,7,22,11,PreCS,0
Sham,7,22,11,CS,8
Sham,7,22,11,CSPre,8
Sham,7,22,12,PreCS,2
Sham,7,22,12,CS,39
Sham,7,22,12,CSPre,37
Sham,7,22,13,PreCS,0
Sham,7,22,13,CS,1
Sham,7,22,13,CSPre,1
Sham,7,22,14,PreCS,0
Sham,7,22,14,CS,15
Sham,7,22,14,CSPre,15
Sham,7,22,15,PreCS,0
Sham,7,22,15,CS,5
Sham,7,22,15,CSPre,5
Sham,7,22,16,PreCS,0
Sham,7,22,16,CS,14
Sham,7,22,16,CSPre,14
Sham,8,22,1,PreCS,6
Sham,8,22,1,CS,27
Sham,8,22,1,CSPre,21
Sham,8,22,2,PreCS,1
Sham,8,22,2,CS,12
Sham,8,22,2,CSPre,11
Sham,8,22,3,PreCS,1
Sham,8,22,3,CS,12
Sham,8,22,3,CSPre,11
Sham,8,22,4,PreCS,1
Sham,8,22,4,CS,9
Sham,8,22,4,CSPre,8
Sham,8,22,5,PreCS,0
Sham,8,22,5,CS,7
Sham,8,22,5,CSPre,7
Sham,8,22,6,PreCS,0
Sham,8,22,6,CS,11
Sham,8,22,6,CSPre,11
Sham,8,22,7,PreCS,0
Sham,8,22,7,CS,12
Sham,8,22,7,CSPre,12
Sham,8,22,8,PreCS,0
Sham,8,22,8,CS,12
Sham,8,22,8,CSPre,12
Sham,8,22,9,PreCS,0
Sham,8,22,9,CS,7
Sham,8,22,9,CSPre,7
Sham,8,22,10,PreCS,0
Sham,8,22,10,CS,0
Sham,8,22,10,CSPre,0
Sham,8,22,11,PreCS,0
Sham,8,22,11,CS,1
Sham,8,22,11,CSPre,1
Sham,8,22,12,PreCS,0
Sham,8,22,12,CS,15
Sham,8,22,12,CSPre,15
Sham,8,22,13,PreCS,0
Sham,8,22,13,CS,6
Sham,8,22,13,CSPre,6
Sham,8,22,14,PreCS,1
Sham,8,22,14,CS,4
Sham,8,22,14,CSPre,3
Sham,8,22,15,PreCS,0
Sham,8,22,15,CS,12
Sham,8,22,15,CSPre,12
Sham,8,22,16,PreCS,0
Sham,8,22,16,CS,13
Sham,8,22,16,CSPre,13
Lesion,9,22,1,PreCS,0
Lesion,9,22,1,CS,18
Lesion,9,22,1,CSPre,18
Lesion,9,22,2,PreCS,0
Lesion,9,22,2,CS,18
Lesion,9,22,2,CSPre,18
Lesion,9,22,3,PreCS,0
Lesion,9,22,3,CS,13
Lesion,9,22,3,CSPre,13
Lesion,9,22,4,PreCS,0
Lesion,9,22,4,CS,17
Lesion,9,22,4,CSPre,17
Lesion,9,22,5,PreCS,0
Lesion,9,22,5,CS,2
Lesion,9,22,5,CSPre,2
Lesion,9,22,6,PreCS,0
Lesion,9,22,6,CS,12
Lesion,9,22,6,CSPre,12
Lesion,9,22,7,PreCS,0
Lesion,9,22,7,CS,12
Lesion,9,22,7,CSPre,12
Lesion,9,22,8,PreCS,0
Lesion,9,22,8,CS,10
Lesion,9,22,8,CSPre,10
Lesion,9,22,9,PreCS,0
Lesion,9,22,9,CS,0
Lesion,9,22,9,CSPre,0
Lesion,9,22,10,PreCS,0
Lesion,9,22,10,CS,14
Lesion,9,22,10,CSPre,14
Lesion,9,22,11,PreCS,0
Lesion,9,22,11,CS,9
Lesion,9,22,11,CSPre,9
Lesion,9,22,12,PreCS,1
Lesion,9,22,12,CS,10
Lesion,9,22,12,CSPre,9
Lesion,9,22,13,PreCS,0
Lesion,9,22,13,CS,4
Lesion,9,22,13,CSPre,4
Lesion,9,22,14,PreCS,0
Lesion,9,22,14,CS,8
Lesion,9,22,14,CSPre,8
Lesion,9,22,15,PreCS,0
Lesion,9,22,15,CS,6
Lesion,9,22,15,CSPre,6
Lesion,9,22,16,PreCS,3
Lesion,9,22,16,CS,3
Lesion,9,22,16,CSPre,0
Lesion,10,22,1,PreCS,0
Lesion,10,22,1,CS,2
Lesion,10,22,1,CSPre,2
Lesion,10,22,2,PreCS,1
Lesion,10,22,2,CS,9
Lesion,10,22,2,CSPre,8
Lesion,10,22,3,PreCS,0
Lesion,10,22,3,CS,7
Lesion,10,22,3,CSPre,7
Lesion,10,22,4,PreCS,0
Lesion,10,22,4,CS,5
Lesion,10,22,4,CSPre,5
Lesion,10,22,5,PreCS,0
Lesion,10,22,5,CS,3
Lesion,10,22,5,CSPre,3
Lesion,10,22,6,PreCS,0
Lesion,10,22,6,CS,9
Lesion,10,22,6,CSPre,9
Lesion,10,22,7,PreCS,3
Lesion,10,22,7,CS,6
Lesion,10,22,7,CSPre,3
Lesion,10,22,8,PreCS,0
Lesion,10,22,8,CS,3
Lesion,10,22,8,CSPre,3
Lesion,10,22,9,PreCS,0
Lesion,10,22,9,CS,0
Lesion,10,22,9,CSPre,0
Lesion,10,22,10,PreCS,0
Lesion,10,22,10,CS,6
Lesion,10,22,10,CSPre,6
Lesion,10,22,11,PreCS,0
Lesion,10,22,11,CS,3
Lesion,10,22,11,CSPre,3
Lesion,10,22,12,PreCS,0
Lesion,10,22,12,CS,4
Lesion,10,22,12,CSPre,4
Lesion,10,22,13,PreCS,0
Lesion,10,22,13,CS,0
Lesion,10,22,13,CSPre,0
Lesion,10,22,14,PreCS,1
Lesion,10,22,14,CS,9
Lesion,10,22,14,CSPre,8
Lesion,10,22,15,PreCS,0
Lesion,10,22,15,CS,6
Lesion,10,22,15,CSPre,6
Lesion,10,22,16,PreCS,0
Lesion,10,22,16,CS,3
Lesion,10,22,16,CSPre,3
Lesion,11,22,1,PreCS,0
Lesion,11,22,1,CS,10
Lesion,11,22,1,CSPre,10
Lesion,11,22,2,PreCS,4
Lesion,11,22,2,CS,6
Lesion,11,22,2,CSPre,2
Lesion,11,22,3,PreCS,0
Lesion,11,22,3,CS,14
Lesion,11,22,3,CSPre,14
Lesion,11,22,4,PreCS,0
Lesion,11,22,4,CS,2
Lesion,11,22,4,CSPre,2
Lesion,11,22,5,PreCS,2
Lesion,11,22,5,CS,24
Lesion,11,22,5,CSPre,22
Lesion,11,22,6,PreCS,0
Lesion,11,22,6,CS,18
Lesion,11,22,6,CSPre,18
Lesion,11,22,7,PreCS,0
Lesion,11,22,7,CS,6
Lesion,11,22,7,CSPre,6
Lesion,11,22,8,PreCS,0
Lesion,11,22,8,CS,2
Lesion,11,22,8,CSPre,2
Lesion,11,22,9,PreCS,0
Lesion,11,22,9,CS,3
Lesion,11,22,9,CSPre,3
Lesion,11,22,10,PreCS,0
Lesion,11,22,10,CS,0
Lesion,11,22,10,CSPre,0
Lesion,11,22,11,PreCS,0
Lesion,11,22,11,CS,1
Lesion,11,22,11,CSPre,1
Lesion,11,22,12,PreCS,0
Lesion,11,22,12,CS,2
Lesion,11,22,12,CSPre,2
Lesion,11,22,13,PreCS,0
Lesion,11,22,13,CS,4
Lesion,11,22,13,CSPre,4
Lesion,11,22,14,PreCS,0
Lesion,11,22,14,CS,2
Lesion,11,22,14,CSPre,2
Lesion,11,22,15,PreCS,0
Lesion,11,22,15,CS,3
Lesion,11,22,15,CSPre,3
Lesion,11,22,16,PreCS,0
Lesion,11,22,16,CS,5
Lesion,11,22,16,CSPre,5
Lesion,12,22,1,PreCS,1
Lesion,12,22,1,CS,9
Lesion,12,22,1,CSPre,8
Lesion,12,22,2,PreCS,0
Lesion,12,22,2,CS,8
Lesion,12,22,2,CSPre,8
Lesion,12,22,3,PreCS,0
Lesion,12,22,3,CS,8
Lesion,12,22,3,CSPre,8
Lesion,12,22,4,PreCS,0
Lesion,12,22,4,CS,6
Lesion,12,22,4,CSPre,6
Lesion,12,22,5,PreCS,0
Lesion,12,22,5,CS,6
Lesion,12,22,5,CSPre,6
Lesion,12,22,6,PreCS,0
Lesion,12,22,6,CS,1
Lesion,12,22,6,CSPre,1
Lesion,12,22,7,PreCS,0
Lesion,12,22,7,CS,0
Lesion,12,22,7,CSPre,0
Lesion,12,22,8,PreCS,0
Lesion,12,22,8,CS,4
Lesion,12,22,8,CSPre,4
Lesion,12,22,9,PreCS,0
Lesion,12,22,9,CS,4
Lesion,12,22,9,CSPre,4
Lesion,12,22,10,PreCS,0
Lesion,12,22,10,CS,2
Lesion,12,22,10,CSPre,2
Lesion,12,22,11,PreCS,0
Lesion,12,22,11,CS,4
Lesion,12,22,11,CSPre,4
Lesion,12,22,12,PreCS,0
Lesion,12,22,12,CS,0
Lesion,12,22,12,CSPre,0
Lesion,12,22,13,PreCS,0
Lesion,12,22,13,CS,0
Lesion,12,22,13,CSPre,0
Lesion,12,22,14,PreCS,0
Lesion,12,22,14,CS,0
Lesion,12,22,14,CSPre,0
Lesion,12,22,15,PreCS,0
Lesion,12,22,15,CS,0
Lesion,12,22,15,CSPre,0
Lesion,12,22,16,PreCS,0
Lesion,12,22,16,CS,6
Lesion,12,22,16,CSPre,6
Lesion,14,22,1,PreCS,0
Lesion,14,22,1,CS,14
Lesion,14,22,1,CSPre,14
Lesion,14,22,2,PreCS,0
Lesion,14,22,2,CS,8
Lesion,14,22,2,CSPre,8
Lesion,14,22,3,PreCS,1
Lesion,14,22,3,CS,9
Lesion,14,22,3,CSPre,8
Lesion,14,22,4,PreCS,0
Lesion,14,22,4,CS,11
Lesion,14,22,4,CSPre,11
Lesion,14,22,5,PreCS,3
Lesion,14,22,5,CS,12
Lesion,14,22,5,CSPre,9
Lesion,14,22,6,PreCS,0
Lesion,14,22,6,CS,7
Lesion,14,22,6,CSPre,7
Lesion,14,22,7,PreCS,0
Lesion,14,22,7,CS,15
Lesion,14,22,7,CSPre,15
Lesion,14,22,8,PreCS,0
Lesion,14,22,8,CS,13
Lesion,14,22,8,CSPre,13
Lesion,14,22,9,PreCS,0
Lesion,14,22,9,CS,8
Lesion,14,22,9,CSPre,8
Lesion,14,22,10,PreCS,0
Lesion,14,22,10,CS,3
Lesion,14,22,10,CSPre,3
Lesion,14,22,11,PreCS,0
Lesion,14,22,11,CS,10
Lesion,14,22,11,CSPre,10
Lesion,14,22,12,PreCS,0
Lesion,14,22,12,CS,7
Lesion,14,22,12,CSPre,7
Lesion,14,22,13,PreCS,0
Lesion,14,22,13,CS,0
Lesion,14,22,13,CSPre,0
Lesion,14,22,14,PreCS,0
Lesion,14,22,14,CS,3
Lesion,14,22,14,CSPre,3
Lesion,14,22,15,PreCS,6
Lesion,14,22,15,CS,9
Lesion,14,22,15,CSPre,3
Lesion,14,22,16,PreCS,0
Lesion,14,22,16,CS,7
Lesion,14,22,16,CSPre,7
Lesion,15,22,1,PreCS,2
Lesion,15,22,1,CS,4
Lesion,15,22,1,CSPre,2
Lesion,15,22,2,PreCS,4
Lesion,15,22,2,CS,6
Lesion,15,22,2,CSPre,2
Lesion,15,22,3,PreCS,3
Lesion,15,22,3,CS,10
Lesion,15,22,3,CSPre,7
Lesion,15,22,4,PreCS,1
Lesion,15,22,4,CS,7
Lesion,15,22,4,CSPre,6
Lesion,15,22,5,PreCS,0
Lesion,15,22,5,CS,8
Lesion,15,22,5,CSPre,8
Lesion,15,22,6,PreCS,0
Lesion,15,22,6,CS,11
Lesion,15,22,6,CSPre,11
Lesion,15,22,7,PreCS,5
Lesion,15,22,7,CS,10
Lesion,15,22,7,CSPre,5
Lesion,15,22,8,PreCS,0
Lesion,15,22,8,CS,13
Lesion,15,22,8,CSPre,13
Lesion,15,22,9,PreCS,0
Lesion,15,22,9,CS,0
Lesion,15,22,9,CSPre,0
Lesion,15,22,10,PreCS,3
Lesion,15,22,10,CS,10
Lesion,15,22,10,CSPre,7
Lesion,15,22,11,PreCS,0
Lesion,15,22,11,CS,4
Lesion,15,22,11,CSPre,4
Lesion,15,22,12,PreCS,0
Lesion,15,22,12,CS,15
Lesion,15,22,12,CSPre,15
Lesion,15,22,13,PreCS,0
Lesion,15,22,13,CS,4
Lesion,15,22,13,CSPre,4
Lesion,15,22,14,PreCS,0
Lesion,15,22,14,CS,13
Lesion,15,22,14,CSPre,13
Lesion,15,22,15,PreCS,0
Lesion,15,22,15,CS,7
Lesion,15,22,15,CSPre,7
Lesion,15,22,16,PreCS,0
Lesion,15,22,16,CS,10
Lesion,15,22,16,CSPre,10
Lesion,16,22,1,PreCS,2
Lesion,16,22,1,CS,25
Lesion,16,22,1,CSPre,23
Lesion,16,22,2,PreCS,0
Lesion,16,22,2,CS,32
Lesion,16,22,2,CSPre,32
Lesion,16,22,3,PreCS,0
Lesion,16,22,3,CS,26
Lesion,16,22,3,CSPre,26
Lesion,16,22,4,PreCS,0
Lesion,16,22,4,CS,18
Lesion,16,22,4,CSPre,18
Lesion,16,22,5,PreCS,0
Lesion,16,22,5,CS,15
Lesion,16,22,5,CSPre,15
Lesion,16,22,6,PreCS,0
Lesion,16,22,6,CS,0
Lesion,16,22,6,CSPre,0
Lesion,16,22,7,PreCS,0
Lesion,16,22,7,CS,12
Lesion,16,22,7,CSPre,12
Lesion,16,22,8,PreCS,0
Lesion,16,22,8,CS,23
Lesion,16,22,8,CSPre,23
Lesion,16,22,9,PreCS,1
Lesion,16,22,9,CS,6
Lesion,16,22,9,CSPre,5
Lesion,16,22,10,PreCS,0
Lesion,16,22,10,CS,14
Lesion,16,22,10,CSPre,14
Lesion,16,22,11,PreCS,0
Lesion,16,22,11,CS,0
Lesion,16,22,11,CSPre,0
Lesion,16,22,12,PreCS,0
Lesion,16,22,12,CS,20
Lesion,16,22,12,CSPre,20
Lesion,16,22,13,PreCS,0
Lesion,16,22,13,CS,19
Lesion,16,22,13,CSPre,19
Lesion,16,22,14,PreCS,0
Lesion,16,22,14,CS,1
Lesion,16,22,14,CSPre,1
Lesion,16,22,15,PreCS,0
Lesion,16,22,15,CS,0
Lesion,16,22,15,CSPre,0
Lesion,16,22,16,PreCS,0
Lesion,16,22,16,CS,17
Lesion,16,22,16,CSPre,17
