GroupCueID,Group,Subject,Period,Cue,Stage,Infusion,Day,MagEntries
Muscimol: A,Muscimol,3,PreCS,A,Stage1,No Infusion,3,0.3125
Muscimol: A,Muscimol,3,PreCS,A,Stage1,No Infusion,4,0.375
Muscimol: A,Muscimol,3,PreCS,A,Stage1,Infusion,5,0.3125
Muscimol: A,Muscimol,3,PreCS,A,Stage1,Infusion,6,0.25
Muscimol: A,Muscimol,3,PreCS,A,Stage1,Infusion,7,0.1875
Muscimol: A,Muscimol,3,PreCS,A,Stage1,Infusion,8,0.625
Muscimol: A,Muscimol,3,PreCS,A,Stage1,Infusion,9,0.1875
Muscimol: A,Muscimol,3,PreCS,A,Stage1,Infusion,10,0.4375
Muscimol: A,Muscimol,3,CS,A,Stage1,No Infusion,1,0.0625
Muscimol: A,Muscimol,3,CS,A,Stage1,No Infusion,2,0.375
Muscimol: A,Muscimol,3,CS,A,Stage1,No Infusion,3,0.3125
Muscimol: A,Muscimol,3,CS,A,Stage1,No Infusion,4,0.25
Muscimol: A,Muscimol,3,CS,A,Stage1,Infusion,5,0.25
Muscimol: A,Muscimol,3,CS,A,Stage1,Infusion,6,1.375
Muscimol: A,Muscimol,3,CS,A,Stage1,Infusion,7,1
Muscimol: A,Muscimol,3,CS,A,Stage1,Infusion,8,0.75
Muscimol: A,Muscimol,3,CS,A,Stage1,Infusion,9,0.875
Muscimol: A,Muscimol,3,CS,A,Stage1,Infusion,10,1.4375
Muscimol: A,Muscimol,3,CSPre,A,Stage1,No Infusion,1,-0.625
Muscimol: A,Muscimol,3,CSPre,A,Stage1,No Infusion,2,0.1875
Muscimol: A,Muscimol,3,CSPre,A,Stage1,No Infusion,3,0
Muscimol: A,Muscimol,3,CSPre,A,Stage1,No Infusion,4,-0.125
Muscimol: A,Muscimol,3,CSPre,A,Stage1,Infusion,5,-0.0625
Muscimol: A,Muscimol,3,CSPre,A,Stage1,Infusion,6,1.125
Muscimol: A,Muscimol,3,CSPre,A,Stage1,Infusion,7,0.8125
Muscimol: A,Muscimol,3,CSPre,A,Stage1,Infusion,8,0.125
Muscimol: A,Muscimol,3,CSPre,A,Stage1,Infusion,9,0.6875
Muscimol: A,Muscimol,3,CSPre,A,Stage1,Infusion,10,1
Muscimol: A,Muscimol,5,PreCS,A,Stage1,No Infusion,1,0.4375
Muscimol: A,Muscimol,5,PreCS,A,Stage1,No Infusion,2,1
Muscimol: A,Muscimol,5,PreCS,A,Stage1,No Infusion,3,0.6875
Muscimol: A,Muscimol,5,PreCS,A,Stage1,No Infusion,4,0.375
Muscimol: A,Muscimol,5,PreCS,A,Stage1,Infusion,5,0.6875
Muscimol: A,Muscimol,5,PreCS,A,Stage1,Infusion,6,0.0625
Muscimol: A,Muscimol,5,PreCS,A,Stage1,Infusion,7,0.5625
Muscimol: A,Muscimol,5,PreCS,A,Stage1,Infusion,8,0.3125
Muscimol: A,Muscimol,5,PreCS,A,Stage1,Infusion,9,0.3125
Muscimol: A,Muscimol,5,PreCS,A,Stage1,Infusion,10,0.125
Muscimol: A,Muscimol,5,CS,A,Stage1,No Infusion,1,0
Muscimol: A,Muscimol,5,CS,A,Stage1,No Infusion,2,0.5
Muscimol: A,Muscimol,5,CS,A,Stage1,No Infusion,3,1.0625
Muscimol: A,Muscimol,5,CS,A,Stage1,No Infusion,4,0.875
Muscimol: A,Muscimol,5,CS,A,Stage1,Infusion,5,0.3125
Muscimol: A,Muscimol,5,CS,A,Stage1,Infusion,6,1.75
Muscimol: A,Muscimol,5,CS,A,Stage1,Infusion,7,0.8125
Muscimol: A,Muscimol,5,CS,A,Stage1,Infusion,8,1.125
Muscimol: A,Muscimol,5,CS,A,Stage1,Infusion,9,1.25
Muscimol: A,Muscimol,5,CS,A,Stage1,Infusion,10,1.375
Muscimol: A,Muscimol,5,CSPre,A,Stage1,No Infusion,1,-0.4375
Muscimol: A,Muscimol,5,CSPre,A,Stage1,No Infusion,2,-0.5
Muscimol: A,Muscimol,5,CSPre,A,Stage1,No Infusion,3,0.375
Muscimol: A,Muscimol,5,CSPre,A,Stage1,No Infusion,4,0.5
Muscimol: A,Muscimol,5,CSPre,A,Stage1,Infusion,5,-0.375
Muscimol: A,Muscimol,5,CSPre,A,Stage1,Infusion,6,1.6875
Muscimol: A,Muscimol,5,CSPre,A,Stage1,Infusion,7,0.25
Muscimol: A,Muscimol,5,CSPre,A,Stage1,Infusion,8,0.8125
Muscimol: A,Muscimol,5,CSPre,A,Stage1,Infusion,9,0.9375
Muscimol: A,Muscimol,5,CSPre,A,Stage1,Infusion,10,1.25
Muscimol: A,Muscimol,6,PreCS,A,Stage1,No Infusion,1,0.125
Muscimol: A,Muscimol,6,PreCS,A,Stage1,No Infusion,2,1.6875
Muscimol: A,Muscimol,6,PreCS,A,Stage1,No Infusion,3,1.3125
Muscimol: A,Muscimol,6,PreCS,A,Stage1,No Infusion,4,0.4375
Muscimol: A,Muscimol,6,PreCS,A,Stage1,Infusion,5,0.1875
Muscimol: A,Muscimol,6,PreCS,A,Stage1,Infusion,6,0.875
Muscimol: A,Muscimol,6,PreCS,A,Stage1,Infusion,7,0.1875
Muscimol: A,Muscimol,6,PreCS,A,Stage1,Infusion,8,0.1875
Muscimol: A,Muscimol,6,PreCS,A,Stage1,Infusion,9,0.3125
Muscimol: A,Muscimol,6,PreCS,A,Stage1,Infusion,10,0.625
Muscimol: A,Muscimol,6,CS,A,Stage1,No Infusion,1,0.3125
Muscimol: A,Muscimol,6,CS,A,Stage1,No Infusion,2,0.375
Muscimol: A,Muscimol,6,CS,A,Stage1,No Infusion,3,0.3125
Muscimol: A,Muscimol,6,CS,A,Stage1,No Infusion,4,0.125
Muscimol: A,Muscimol,6,CS,A,Stage1,Infusion,5,0.3125
Muscimol: A,Muscimol,6,CS,A,Stage1,Infusion,6,0.875
Muscimol: A,Muscimol,6,CS,A,Stage1,Infusion,7,0.625
Muscimol: A,Muscimol,6,CS,A,Stage1,Infusion,8,0.4375
Muscimol: A,Muscimol,6,CS,A,Stage1,Infusion,9,0.6875
Muscimol: A,Muscimol,6,CS,A,Stage1,Infusion,10,1.5
Muscimol: A,Muscimol,6,CSPre,A,Stage1,No Infusion,1,0.1875
Muscimol: A,Muscimol,6,CSPre,A,Stage1,No Infusion,2,-1.3125
Muscimol: A,Muscimol,6,CSPre,A,Stage1,No Infusion,3,-1
Muscimol: A,Muscimol,6,CSPre,A,Stage1,No Infusion,4,-0.3125
Muscimol: A,Muscimol,6,CSPre,A,Stage1,Infusion,5,0.125
Muscimol: A,Muscimol,6,CSPre,A,Stage1,Infusion,6,0
Muscimol: A,Muscimol,6,CSPre,A,Stage1,Infusion,7,0.4375
Muscimol: A,Muscimol,6,CSPre,A,Stage1,Infusion,8,0.25
Muscimol: A,Muscimol,6,CSPre,A,Stage1,Infusion,9,0.375
Muscimol: A,Muscimol,6,CSPre,A,Stage1,Infusion,10,0.875
Muscimol: A,Muscimol,8,PreCS,A,Stage1,No Infusion,1,0.1875
Muscimol: A,Muscimol,8,PreCS,A,Stage1,No Infusion,2,0
Muscimol: A,Muscimol,8,PreCS,A,Stage1,No Infusion,3,0.25
Muscimol: A,Muscimol,8,PreCS,A,Stage1,No Infusion,4,0.4375
Muscimol: A,Muscimol,8,PreCS,A,Stage1,Infusion,5,0
Muscimol: A,Muscimol,8,PreCS,A,Stage1,Infusion,6,0.3125
Muscimol: A,Muscimol,8,PreCS,A,Stage1,Infusion,7,0.1875
Muscimol: A,Muscimol,8,PreCS,A,Stage1,Infusion,8,0
Muscimol: A,Muscimol,8,PreCS,A,Stage1,Infusion,9,0
Muscimol: A,Muscimol,8,PreCS,A,Stage1,Infusion,10,0.125
Muscimol: A,Muscimol,8,CS,A,Stage1,No Infusion,1,0.5
Muscimol: A,Muscimol,8,CS,A,Stage1,No Infusion,2,0.125
Muscimol: A,Muscimol,8,CS,A,Stage1,No Infusion,3,0.4375
Muscimol: A,Muscimol,8,CS,A,Stage1,No Infusion,4,0.5
Muscimol: A,Muscimol,8,CS,A,Stage1,Infusion,5,0
Muscimol: A,Muscimol,8,CS,A,Stage1,Infusion,6,0.5625
Muscimol: A,Muscimol,8,CS,A,Stage1,Infusion,7,0
Muscimol: A,Muscimol,8,CS,A,Stage1,Infusion,8,0.3125
Muscimol: A,Muscimol,8,CS,A,Stage1,Infusion,9,0.125
Muscimol: A,Muscimol,8,CS,A,Stage1,Infusion,10,0.5
Muscimol: A,Muscimol,8,CSPre,A,Stage1,No Infusion,1,0.3125
Muscimol: A,Muscimol,8,CSPre,A,Stage1,No Infusion,2,0.125
Muscimol: A,Muscimol,8,CSPre,A,Stage1,No Infusion,3,0.1875
Muscimol: A,Muscimol,8,CSPre,A,Stage1,No Infusion,4,0.0625
Muscimol: A,Muscimol,8,CSPre,A,Stage1,Infusion,5,0
Muscimol: A,Muscimol,8,CSPre,A,Stage1,Infusion,6,0.25
Muscimol: A,Muscimol,8,CSPre,A,Stage1,Infusion,7,-0.1875
Muscimol: A,Muscimol,8,CSPre,A,Stage1,Infusion,8,0.3125
Muscimol: A,Muscimol,8,CSPre,A,Stage1,Infusion,9,0.125
Muscimol: A,Muscimol,8,CSPre,A,Stage1,Infusion,10,0.375
Muscimol: A,Muscimol,9,PreCS,A,Stage1,No Infusion,1,0.5
Muscimol: A,Muscimol,9,PreCS,A,Stage1,No Infusion,2,0.8125
Muscimol: A,Muscimol,9,PreCS,A,Stage1,No Infusion,3,0.25
Muscimol: A,Muscimol,9,PreCS,A,Stage1,No Infusion,4,0.125
Muscimol: A,Muscimol,9,PreCS,A,Stage1,Infusion,5,0.6875
Muscimol: A,Muscimol,9,PreCS,A,Stage1,Infusion,6,0.0625
Muscimol: A,Muscimol,9,PreCS,A,Stage1,Infusion,7,0.1875
Muscimol: A,Muscimol,9,PreCS,A,Stage1,Infusion,8,0.0625
Muscimol: A,Muscimol,9,PreCS,A,Stage1,Infusion,9,0
Muscimol: A,Muscimol,9,PreCS,A,Stage1,Infusion,10,0.1875
Muscimol: A,Muscimol,9,CS,A,Stage1,No Infusion,1,0.5
Muscimol: A,Muscimol,9,CS,A,Stage1,No Infusion,2,0.8125
Muscimol: A,Muscimol,9,CS,A,Stage1,No Infusion,3,0.5
Muscimol: A,Muscimol,9,CS,A,Stage1,No Infusion,4,0.375
Muscimol: A,Muscimol,9,CS,A,Stage1,Infusion,5,0.4375
Muscimol: A,Muscimol,9,CS,A,Stage1,Infusion,6,0.125
Muscimol: A,Muscimol,9,CS,A,Stage1,Infusion,7,0.5625
Muscimol: A,Muscimol,9,CS,A,Stage1,Infusion,8,0.5625
Muscimol: A,Muscimol,9,CS,A,Stage1,Infusion,9,0.625
Muscimol: A,Muscimol,9,CS,A,Stage1,Infusion,10,0.75
Muscimol: A,Muscimol,9,CSPre,A,Stage1,No Infusion,1,0
Muscimol: A,Muscimol,9,CSPre,A,Stage1,No Infusion,2,0
Muscimol: A,Muscimol,9,CSPre,A,Stage1,No Infusion,3,0.25
Muscimol: A,Muscimol,9,CSPre,A,Stage1,No Infusion,4,0.25
Muscimol: A,Muscimol,9,CSPre,A,Stage1,Infusion,5,-0.25
Muscimol: A,Muscimol,9,CSPre,A,Stage1,Infusion,6,0.0625
Muscimol: A,Muscimol,9,CSPre,A,Stage1,Infusion,7,0.375
Muscimol: A,Muscimol,9,CSPre,A,Stage1,Infusion,8,0.5
Muscimol: A,Muscimol,9,CSPre,A,Stage1,Infusion,9,0.625
Muscimol: A,Muscimol,9,CSPre,A,Stage1,Infusion,10,0.5625
Muscimol: A,Muscimol,13,PreCS,A,Stage1,No Infusion,1,0.8125
Muscimol: A,Muscimol,13,PreCS,A,Stage1,No Infusion,2,0.375
Muscimol: A,Muscimol,13,PreCS,A,Stage1,No Infusion,3,0.0625
Muscimol: A,Muscimol,13,PreCS,A,Stage1,No Infusion,4,0
Muscimol: A,Muscimol,13,PreCS,A,Stage1,Infusion,5,0.5
Muscimol: A,Muscimol,13,PreCS,A,Stage1,Infusion,6,0.5625
Muscimol: A,Muscimol,13,PreCS,A,Stage1,Infusion,7,0.3125
Muscimol: A,Muscimol,13,PreCS,A,Stage1,Infusion,8,0.25
Muscimol: A,Muscimol,13,PreCS,A,Stage1,Infusion,9,0.3125
Muscimol: A,Muscimol,13,PreCS,A,Stage1,Infusion,10,0.375
Muscimol: A,Muscimol,13,CS,A,Stage1,No Infusion,1,1
Muscimol: A,Muscimol,13,CS,A,Stage1,No Infusion,2,0.5625
Muscimol: A,Muscimol,13,CS,A,Stage1,No Infusion,3,0.4375
Muscimol: A,Muscimol,13,CS,A,Stage1,No Infusion,4,0.375
Muscimol: A,Muscimol,13,CS,A,Stage1,Infusion,5,0.3125
Muscimol: A,Muscimol,13,CS,A,Stage1,Infusion,6,2
Muscimol: A,Muscimol,13,CS,A,Stage1,Infusion,7,2.9375
Muscimol: A,Muscimol,13,CS,A,Stage1,Infusion,8,2.1875
Muscimol: A,Muscimol,13,CS,A,Stage1,Infusion,9,2.6875
Muscimol: A,Muscimol,13,CS,A,Stage1,Infusion,10,1.4375
Muscimol: A,Muscimol,13,CSPre,A,Stage1,No Infusion,1,0.1875
Muscimol: A,Muscimol,13,CSPre,A,Stage1,No Infusion,2,0.1875
Muscimol: A,Muscimol,13,CSPre,A,Stage1,No Infusion,3,0.375
Muscimol: A,Muscimol,13,CSPre,A,Stage1,No Infusion,4,0.375
Muscimol: A,Muscimol,13,CSPre,A,Stage1,Infusion,5,-0.1875
Muscimol: A,Muscimol,13,CSPre,A,Stage1,Infusion,6,1.4375
Muscimol: A,Muscimol,13,CSPre,A,Stage1,Infusion,7,2.625
Muscimol: A,Muscimol,13,CSPre,A,Stage1,Infusion,8,1.9375
Muscimol: A,Muscimol,13,CSPre,A,Stage1,Infusion,9,2.375
Muscimol: A,Muscimol,13,CSPre,A,Stage1,Infusion,10,1.0625
Muscimol: A,Muscimol,15,PreCS,A,Stage1,No Infusion,1,0.4375
Muscimol: A,Muscimol,15,PreCS,A,Stage1,No Infusion,2,0.1875
Muscimol: A,Muscimol,15,PreCS,A,Stage1,No Infusion,3,0.25
Muscimol: A,Muscimol,15,PreCS,A,Stage1,No Infusion,4,0
Muscimol: A,Muscimol,15,PreCS,A,Stage1,Infusion,5,0
Muscimol: A,Muscimol,15,PreCS,A,Stage1,Infusion,6,0.125
Muscimol: A,Muscimol,15,PreCS,A,Stage1,Infusion,7,0.5
Muscimol: A,Muscimol,15,PreCS,A,Stage1,Infusion,8,0.5625
Muscimol: A,Muscimol,15,PreCS,A,Stage1,Infusion,9,0.1875
Muscimol: A,Muscimol,15,PreCS,A,Stage1,Infusion,10,0.375
Muscimol: A,Muscimol,15,CS,A,Stage1,No Infusion,1,0.1875
Muscimol: A,Muscimol,15,CS,A,Stage1,No Infusion,2,0
Muscimol: A,Muscimol,15,CS,A,Stage1,No Infusion,3,0
Muscimol: A,Muscimol,15,CS,A,Stage1,No Infusion,4,2.0625
Muscimol: A,Muscimol,15,CS,A,Stage1,Infusion,5,0
Muscimol: A,Muscimol,15,CS,A,Stage1,Infusion,6,0.4375
Muscimol: A,Muscimol,15,CS,A,Stage1,Infusion,7,0.9375
Muscimol: A,Muscimol,15,CS,A,Stage1,Infusion,8,1.3125
Muscimol: A,Muscimol,15,CS,A,Stage1,Infusion,9,0.5625
Muscimol: A,Muscimol,15,CS,A,Stage1,Infusion,10,0.875
Muscimol: A,Muscimol,15,CSPre,A,Stage1,No Infusion,1,-0.25
Muscimol: A,Muscimol,15,CSPre,A,Stage1,No Infusion,2,-0.1875
Muscimol: A,Muscimol,15,CSPre,A,Stage1,No Infusion,3,-0.25
Muscimol: A,Muscimol,15,CSPre,A,Stage1,No Infusion,4,2.0625
Muscimol: A,Muscimol,15,CSPre,A,Stage1,Infusion,5,0
Muscimol: A,Muscimol,15,CSPre,A,Stage1,Infusion,6,0.3125
Muscimol: A,Muscimol,15,CSPre,A,Stage1,Infusion,7,0.4375
Muscimol: A,Muscimol,15,CSPre,A,Stage1,Infusion,8,0.75
Muscimol: A,Muscimol,15,CSPre,A,Stage1,Infusion,9,0.375
Muscimol: A,Muscimol,15,CSPre,A,Stage1,Infusion,10,0.5
Muscimol: A,Muscimol,16,PreCS,A,Stage1,No Infusion,1,0.75
Muscimol: A,Muscimol,16,PreCS,A,Stage1,No Infusion,2,0.5
Muscimol: A,Muscimol,16,PreCS,A,Stage1,No Infusion,3,0.1875
Muscimol: A,Muscimol,16,PreCS,A,Stage1,No Infusion,4,0.0625
Muscimol: A,Muscimol,16,PreCS,A,Stage1,Infusion,5,1.125
Muscimol: A,Muscimol,16,PreCS,A,Stage1,Infusion,6,0.4375
Muscimol: A,Muscimol,16,PreCS,A,Stage1,Infusion,7,0.3125
Muscimol: A,Muscimol,16,PreCS,A,Stage1,Infusion,8,0.5625
Muscimol: A,Muscimol,16,PreCS,A,Stage1,Infusion,9,0.3125
Muscimol: A,Muscimol,16,PreCS,A,Stage1,Infusion,10,0.1875
Muscimol: A,Muscimol,16,CS,A,Stage1,No Infusion,1,0.375
Muscimol: A,Muscimol,16,CS,A,Stage1,No Infusion,2,1.0625
Muscimol: A,Muscimol,16,CS,A,Stage1,No Infusion,3,0.375
Muscimol: A,Muscimol,16,CS,A,Stage1,No Infusion,4,0.875
Muscimol: A,Muscimol,16,CS,A,Stage1,Infusion,5,0.6875
Muscimol: A,Muscimol,16,CS,A,Stage1,Infusion,6,1.25
Muscimol: A,Muscimol,16,CS,A,Stage1,Infusion,7,2
Muscimol: A,Muscimol,16,CS,A,Stage1,Infusion,8,2.75
Muscimol: A,Muscimol,16,CS,A,Stage1,Infusion,9,2.1875
Muscimol: A,Muscimol,16,CS,A,Stage1,Infusion,10,2.3125
Muscimol: A,Muscimol,16,CSPre,A,Stage1,No Infusion,1,-0.375
Muscimol: A,Muscimol,16,CSPre,A,Stage1,No Infusion,2,0.5625
Muscimol: A,Muscimol,16,CSPre,A,Stage1,No Infusion,3,0.1875
Muscimol: A,Muscimol,16,CSPre,A,Stage1,No Infusion,4,0.8125
Muscimol: A,Muscimol,16,CSPre,A,Stage1,Infusion,5,-0.4375
Muscimol: A,Muscimol,16,CSPre,A,Stage1,Infusion,6,0.8125
Muscimol: A,Muscimol,16,CSPre,A,Stage1,Infusion,7,1.6875
Muscimol: A,Muscimol,16,CSPre,A,Stage1,Infusion,8,2.1875
Muscimol: A,Muscimol,16,CSPre,A,Stage1,Infusion,9,1.875
Muscimol: A,Muscimol,16,CSPre,A,Stage1,Infusion,10,2.125
Muscimol: A,Muscimol,18,PreCS,A,Stage1,No Infusion,1,0.1875
Muscimol: A,Muscimol,18,PreCS,A,Stage1,No Infusion,2,0.4375
Muscimol: A,Muscimol,18,PreCS,A,Stage1,No Infusion,3,0.625
Muscimol: A,Muscimol,18,PreCS,A,Stage1,No Infusion,4,0.5
Muscimol: A,Muscimol,18,PreCS,A,Stage1,Infusion,5,0.4375
Muscimol: A,Muscimol,18,PreCS,A,Stage1,Infusion,6,0.6875
Muscimol: A,Muscimol,18,PreCS,A,Stage1,Infusion,7,0.5625
Muscimol: A,Muscimol,18,PreCS,A,Stage1,Infusion,8,0.25
Muscimol: A,Muscimol,18,PreCS,A,Stage1,Infusion,9,0.5
Muscimol: A,Muscimol,18,PreCS,A,Stage1,Infusion,10,0.375
Muscimol: A,Muscimol,18,CS,A,Stage1,No Infusion,1,0.125
Muscimol: A,Muscimol,18,CS,A,Stage1,No Infusion,2,0.3125
Muscimol: A,Muscimol,18,CS,A,Stage1,No Infusion,3,1.125
Muscimol: A,Muscimol,18,CS,A,Stage1,No Infusion,4,0.625
Muscimol: A,Muscimol,18,CS,A,Stage1,Infusion,5,0.8125
Muscimol: A,Muscimol,18,CS,A,Stage1,Infusion,6,1.1875
Muscimol: A,Muscimol,18,CS,A,Stage1,Infusion,7,0.8125
Muscimol: A,Muscimol,18,CS,A,Stage1,Infusion,8,0.625
Muscimol: A,Muscimol,18,CS,A,Stage1,Infusion,9,0.4375
Muscimol: A,Muscimol,18,CS,A,Stage1,Infusion,10,1.8125
Muscimol: A,Muscimol,18,CSPre,A,Stage1,No Infusion,1,-0.0625
Muscimol: A,Muscimol,18,CSPre,A,Stage1,No Infusion,2,-0.125
Muscimol: A,Muscimol,18,CSPre,A,Stage1,No Infusion,3,0.5
Muscimol: A,Muscimol,18,CSPre,A,Stage1,No Infusion,4,0.125
Muscimol: A,Muscimol,18,CSPre,A,Stage1,Infusion,5,0.375
Muscimol: A,Muscimol,18,CSPre,A,Stage1,Infusion,6,0.5
Muscimol: A,Muscimol,18,CSPre,A,Stage1,Infusion,7,0.25
Muscimol: A,Muscimol,18,CSPre,A,Stage1,Infusion,8,0.375
Muscimol: A,Muscimol,18,CSPre,A,Stage1,Infusion,9,-0.0625
Muscimol: A,Muscimol,18,CSPre,A,Stage1,Infusion,10,1.4375
Muscimol: A,Muscimol,23,PreCS,A,Stage1,No Infusion,1,0.25
Muscimol: A,Muscimol,23,PreCS,A,Stage1,No Infusion,2,0.0625
Muscimol: A,Muscimol,23,PreCS,A,Stage1,No Infusion,3,0.6875
Muscimol: A,Muscimol,23,PreCS,A,Stage1,No Infusion,4,0.375
Muscimol: A,Muscimol,23,PreCS,A,Stage1,Infusion,5,0
Muscimol: A,Muscimol,23,PreCS,A,Stage1,Infusion,6,0.1875
Muscimol: A,Muscimol,23,PreCS,A,Stage1,Infusion,7,0.25
Muscimol: A,Muscimol,23,PreCS,A,Stage1,Infusion,8,0.375
Muscimol: A,Muscimol,23,PreCS,A,Stage1,Infusion,9,0.8125
Muscimol: A,Muscimol,23,PreCS,A,Stage1,Infusion,10,0.625
Muscimol: A,Muscimol,23,CS,A,Stage1,No Infusion,1,0.4375
Muscimol: A,Muscimol,23,CS,A,Stage1,No Infusion,2,0.125
Muscimol: A,Muscimol,23,CS,A,Stage1,No Infusion,3,1.25
Muscimol: A,Muscimol,23,CS,A,Stage1,No Infusion,4,1.1875
Muscimol: A,Muscimol,23,CS,A,Stage1,Infusion,5,0.4375
Muscimol: A,Muscimol,23,CS,A,Stage1,Infusion,6,0.4375
Muscimol: A,Muscimol,23,CS,A,Stage1,Infusion,7,1.625
Muscimol: A,Muscimol,23,CS,A,Stage1,Infusion,8,1.6875
Muscimol: A,Muscimol,23,CS,A,Stage1,Infusion,9,3.4375
Muscimol: A,Muscimol,23,CS,A,Stage1,Infusion,10,3
Muscimol: A,Muscimol,23,CSPre,A,Stage1,No Infusion,1,0.1875
Muscimol: A,Muscimol,23,CSPre,A,Stage1,No Infusion,2,0.0625
Muscimol: A,Muscimol,23,CSPre,A,Stage1,No Infusion,3,0.5625
Muscimol: A,Muscimol,23,CSPre,A,Stage1,No Infusion,4,0.8125
Muscimol: A,Muscimol,23,CSPre,A,Stage1,Infusion,5,0.4375
Muscimol: A,Muscimol,23,CSPre,A,Stage1,Infusion,6,0.25
Muscimol: A,Muscimol,23,CSPre,A,Stage1,Infusion,7,1.375
Muscimol: A,Muscimol,23,CSPre,A,Stage1,Infusion,8,1.3125
Muscimol: A,Muscimol,23,CSPre,A,Stage1,Infusion,9,2.625
Muscimol: A,Muscimol,23,CSPre,A,Stage1,Infusion,10,2.375
Muscimol: A,Muscimol,26,PreCS,A,Stage1,No Infusion,1,0.3125
Muscimol: A,Muscimol,26,PreCS,A,Stage1,No Infusion,2,0.6875
Muscimol: A,Muscimol,26,PreCS,A,Stage1,No Infusion,3,0.5625
Muscimol: A,Muscimol,26,PreCS,A,Stage1,No Infusion,4,0.125
Muscimol: A,Muscimol,26,PreCS,A,Stage1,Infusion,5,0.1875
Muscimol: A,Muscimol,26,PreCS,A,Stage1,Infusion,6,0.3125
Muscimol: A,Muscimol,26,PreCS,A,Stage1,Infusion,7,0.1875
Muscimol: A,Muscimol,26,PreCS,A,Stage1,Infusion,8,0.5
Muscimol: A,Muscimol,26,PreCS,A,Stage1,Infusion,9,0.5
Muscimol: A,Muscimol,26,PreCS,A,Stage1,Infusion,10,0.9375
Muscimol: A,Muscimol,26,CS,A,Stage1,No Infusion,1,1
Muscimol: A,Muscimol,26,CS,A,Stage1,No Infusion,2,0.875
Muscimol: A,Muscimol,26,CS,A,Stage1,No Infusion,3,2
Muscimol: A,Muscimol,26,CS,A,Stage1,No Infusion,4,0.625
Muscimol: A,Muscimol,26,CS,A,Stage1,Infusion,5,0
Muscimol: A,Muscimol,26,CS,A,Stage1,Infusion,6,1.3125
Muscimol: A,Muscimol,26,CS,A,Stage1,Infusion,7,1.0625
Muscimol: A,Muscimol,26,CS,A,Stage1,Infusion,8,2.3125
Muscimol: A,Muscimol,26,CS,A,Stage1,Infusion,9,3.4375
Muscimol: A,Muscimol,26,CS,A,Stage1,Infusion,10,2
Muscimol: A,Muscimol,26,CSPre,A,Stage1,No Infusion,1,0.6875
Muscimol: A,Muscimol,26,CSPre,A,Stage1,No Infusion,2,0.1875
Muscimol: A,Muscimol,26,CSPre,A,Stage1,No Infusion,3,1.4375
Muscimol: A,Muscimol,26,CSPre,A,Stage1,No Infusion,4,0.5
Muscimol: A,Muscimol,26,CSPre,A,Stage1,Infusion,5,-0.1875
Muscimol: A,Muscimol,26,CSPre,A,Stage1,Infusion,6,1
