Day,Session,MSN,Experiment,StartDate,StartTime,Group,Box,Subject,Session Length,Total Rewards,RI Schedule,Lever Identity,Reward Identity,Total LP,Total MagEntry,Total MagDuration,5s Bin,LP Bin,MagEntry Bin,Mag Dur Bin,Rewards Bin
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,16,1,2,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,17,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,18,0,2,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,19,0,2,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,20,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,21,1,1,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,22,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,23,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,24,1,2,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,25,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,26,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,27,1,2,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,28,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,29,1,1,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,30,0,2,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,31,0,2,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,32,3,1,500,2
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,33,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,34,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,35,0,2,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,36,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,37,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,38,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,39,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,40,0,2,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,41,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,42,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,43,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,44,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,45,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,46,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,47,4,2,500,2
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,48,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,49,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,50,1,3,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,51,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,52,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,53,0,2,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,54,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,55,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,56,1,2,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,57,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,58,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,59,0,2,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,60,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,61,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,62,1,1,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,63,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,64,1,2,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,65,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,66,1,2,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,67,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,68,1,1,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,69,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,70,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,71,1,1,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,72,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,73,1,1,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,74,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,75,1,1,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,76,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,77,2,2,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,78,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,79,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,80,1,1,500,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,81,0,0,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,82,0,1,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,83,0,2,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,84,0,2,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,85,0,2,500,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,86,1,1,399,1
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
1,1,SKR214_LeverTraining_Left_Sucrose_CRF,skr214_sPIT_Satiety,05-06-15,13:27:49,A,7,7,428.99,25,1,1,1,28,82,42586,0,0,0,0,0
