folder,file,savename,subject,protocol,station,run,project,userID,session,bin_trial,bin_state,bin_time,bin_timewithin,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,counterbalancing,Period,state_ID,CS_name,Stage,Day
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,8,126,7,0,0,0,0,0,0,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,8,127,8,0,0,0,0,1,0.420000000000002,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,8,128,9,0,0,0,0,3,0.660000000000025,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,8,129,10,0,0,0,0,1,0.919999999999987,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,10,130,1,0,0,0,0,0,1,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,10,131,2,0,0,0,0,0,1,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,10,132,3,0,0,0,0,0,1,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,10,133,4,0,0,0,0,0,0.0200000000000102,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,10,134,5,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,10,135,6,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,10,136,7,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,10,137,8,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,10,138,9,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,1,10,139,10,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,2,230,1,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,2,231,2,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,2,232,3,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,2,233,4,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,2,234,5,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,2,235,6,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,2,236,7,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,2,237,8,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,2,238,9,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,2,239,10,0,0,0,0,0,0,0,0,AX,Pre,PreCS,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,9,240,1,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,9,241,2,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,9,242,3,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,9,243,4,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,9,244,5,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,9,245,6,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,9,246,7,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,9,247,8,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,9,248,9,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,9,249,10,0,0,0,0,0,0,0,0,AX,CS,Siren,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,11,250,1,0,0,0,0,0,0,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,11,251,2,0,0,0,0,0,0,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,11,252,3,0,0,0,0,0,0,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,11,253,4,0,0,0,0,0,0,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,11,254,5,0,0,0,0,0,0,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,11,255,6,0,0,0,0,2,0.599999999999994,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,11,256,7,0,0,0,0,0,1,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,11,257,8,0,0,0,0,0,1,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,11,258,9,0,0,0,0,0,0.0400000000000205,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,2,11,259,10,0,0,0,0,0,0,0,0,AX,Post,Pel_Chocolate,D_O2,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,22,380,1,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,22,381,2,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,22,382,3,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,22,383,4,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,22,384,5,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,22,385,6,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,22,386,7,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,22,387,8,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,22,388,9,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,22,389,10,0,0,0,0,0,0,0,0,AX,Pre,PreCS_Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,8,390,1,0,0,0,0,0,0,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,8,391,2,0,0,0,0,0,0,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,8,392,3,0,0,0,0,0,0,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,8,393,4,0,0,0,0,0,0,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,8,394,5,0,0,0,0,0,0,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,8,395,6,0,0,0,0,1,0.0199999999999818,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,8,396,7,0,0,0,0,2,0.980000000000018,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,8,397,8,0,0,0,0,0,1,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,8,398,9,0,0,0,0,3,0.340000000000089,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,8,399,10,0,0,0,0,1,0.439999999999998,0,0,AX,CS,Tone,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,10,400,1,0,0,0,0,1,0.699999999999989,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,10,401,2,0,0,0,0,0,1,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,10,402,3,0,0,0,0,0,0.980000000000018,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,10,403,4,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,10,404,5,0,0,0,0,1,0.0600000000000023,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,10,405,6,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,10,406,7,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,10,407,8,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,10,408,9,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,3,10,409,10,0,0,0,0,0,0,0,0,AX,Post,Pel_Banana,C_O1,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,23,500,1,0,0,0,0,0,0,0,0,AX,Pre,PreCS_ToneProbe,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,23,501,2,0,0,0,0,0,0,0,0,AX,Pre,PreCS_ToneProbe,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,23,502,3,0,0,0,0,0,0,0,0,AX,Pre,PreCS_ToneProbe,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,23,503,4,0,0,0,0,0,0,0,0,AX,Pre,PreCS_ToneProbe,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,23,504,5,0,0,0,0,0,0,0,0,AX,Pre,PreCS_ToneProbe,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,23,505,6,0,0,0,0,0,0,0,0,AX,Pre,PreCS_ToneProbe,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,23,506,7,0,0,0,0,0,0,0,0,AX,Pre,PreCS_ToneProbe,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,23,507,8,0,0,0,0,0,0,0,0,AX,Pre,PreCS_ToneProbe,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,23,508,9,0,0,0,0,0,0,0,0,AX,Pre,PreCS_ToneProbe,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,23,509,10,0,0,0,0,0,0,0,0,AX,Pre,PreCS_ToneProbe,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,17,510,1,0,0,0,0,0,0,0,0,AX,CS,Tone_Steady,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,17,511,2,0,0,0,0,0,0,0,0,AX,CS,Tone_Steady,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,17,512,3,0,0,0,0,0,0,0,0,AX,CS,Tone_Steady,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,17,513,4,0,0,0,0,0,0,0,0,AX,CS,Tone_Steady,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,17,514,5,0,0,0,0,0,0,0,0,AX,CS,Tone_Steady,CY_,Stage4,Day15
SummationTest_Stage4_Day15,CISummationtestStage4Day15ACorder1,CISummationtestStage4Day15ACorder1_Rat1.csv,1_____,48,1,1,C,Marios,210,4,17,515,6,0,0,0,0,0,0,0,0,AX,CS,Tone_Steady,CY_,Stage4,Day15
